dir_id,inventory_number,name,n_submissions,lat,lon,pixels_per_meter,north_angle_deg,ppm_cv,entrance_std_px,flag,has_tif,has_tfw,has_georef
001232,T.D-12.12,Tunel Małołącki,5,49.246953,19.917808,38.59,0.0,0.001,0.34,,True,False,False
001233,T.D-16.06,Myślenicka Szczelina,5,49.251275,19.972808,76.96,0.003,0.002,0.3,,True,False,False
001234,T.D-16.07,Nyża pod Myślenicką Szczeliną,5,49.251356,19.972656,77.16,-0.071,0.003,0.38,,True,False,False
001235,T.D-16.08,Grota u podnóża Myślenickich Turni,5,49.250719,19.973767,77.17,-0.001,0.001,0.58,,True,False,False
001236,T.D-16.09,Myślenicka Nyża,5,49.250931,19.973419,76.96,0.0,0.0,0.32,,True,False,False
001237,T.D-16.10,Schron z Nietoperzami,5,49.251681,19.972922,77.07,0.0,0.004,0.9,,True,False,False
001238,T.D-16.11,Myślenicki Korytarzyk,5,49.251414,19.973161,76.95,-0.049,0.001,0.49,,True,False,False
001239,T.D-12.13,Jaskinia nad Wyżniem,5,49.246639,19.917883,38.53,0.0,0.0,0.58,,True,False,False
001240,T.D-16.12,Szczelina w Myślenickich Turniach Dolna,5,49.251683,19.973131,77.11,0.0,0.001,0.52,,True,False,False
001241,T.D-16.13,Szczelina w Myślenickich Turniach Górna,5,49.251683,19.973131,76.96,0.0,0.004,0.3,,True,False,False
001242,T.D-12.14,Szczelina nad Wyżniem,5,49.246458,19.917886,38.39,-0.001,0.006,33.47,high_entrance_std,True,False,False
001243,T.D-16.14,Jaskinia Zwolińskiego,5,49.251167,19.977278,23.6,0.007,0.0,0.23,,True,False,False
001244,T.D-12.15,Szczelina pod Zagonną Turnią,5,49.247269,19.913269,38.48,0.042,0.004,0.79,,True,False,False
001245,T.D-17.01,Jaskinia Kasprowa Wyżnia,5,49.252319,19.983417,38.61,0.0,0.0,0.3,,True,False,False
001246,T.D-12.16,Nyża z Kozicami,5,49.248283,19.912833,38.51,-0.005,0.002,0.73,,True,False,False
001247,T.D-17.02,Jaskinia Kasprowa Średnia,5,49.250803,19.982419,97.98,0.003,0.0,0.39,,True,False,False
001248,T.D-12.17,Schron Partyzantów II,5,49.248186,19.915172,77.22,0.0,0.002,0.67,,True,False,False
001249,T.D-12.18,Szczelina nad Zagonem,5,49.246819,19.913142,38.5,0.0,0.001,0.45,,True,False,False
001250,T.D-17.05,Szczelina w Zawraciku Kasprowym I,5,49.250403,19.982797,76.8,0.0,0.001,0.41,,True,False,False
001251,T.D-17.06,Kasprowe Schronisko,5,49.250467,19.982933,76.82,0.0,0.001,0.95,,True,False,False
001252,T.D-17.07,Szczelina w Zawraciku Kasprowym II,5,49.250333,19.983197,117.93,0.032,0.004,0.53,,True,False,False
001253,T.D-17.08,Jaskinia pod Limbą,5,49.250953,19.987086,76.97,-0.001,0.001,0.56,,True,False,False
001254,T.D-12.19,Jaskinia Śpiących Rycerzy Wyżnia,5,49.250197,19.923356,19.27,-0.005,0.0,0.32,,True,False,False
001255,T.D-17.09,Jaskinia Partyzancka I,5,49.252083,19.990989,76.91,-0.009,0.001,0.57,,True,False,False
001256,T.D-12.20,Dziura nad Jaskinią Śpiących Rycerzy I,5,49.249886,19.923856,77.11,0.0,0.001,0.44,,True,False,False
001257,T.D-17.10,Szczelina nad Partyzancką,5,49.250689,19.989839,76.98,-0.077,0.007,0.45,,True,False,False
001258,T.D-12.21,Dziura nad Jaskinią Śpiących Rycerzy II,5,49.249978,19.924128,77.14,0.0,0.005,0.79,,True,False,False
001259,T.D-12.22,Dziura nad Jaskinią Śpiących Rycerzy III,5,49.249844,19.924269,77.89,0.017,0.001,0.53,,True,False,False
001260,T.D-12.23,Szczelina przy Nyży z Kozicami,5,49.248256,19.91285,38.5,0.0,0.001,0.78,,True,False,False
001261,T.D-17.11,Schronisko Jasne w Czubie Jaworzyńskiej,5,49.250547,19.989939,76.93,0.0,0.003,0.56,,True,False,False
001262,T.D-17.12,Jaskinia w Czubie Jaworzyńskiej,5,49.251806,19.991639,48.97,0.0,0.0,0.91,,True,False,False
001263,T.D-17.13,Jaskinia Partyzancka II,5,49.251444,19.992111,38.44,0.032,0.001,0.39,,True,False,False
001264,T.D-17.14,Nyża pod Zawracikiem,5,49.250556,19.984444,77.11,-0.008,0.0,0.56,,True,False,False
001267,T.D-17.15,Dziura pod Kamieniem,5,49.251856,19.980433,76.9,0.01,0.0,0.33,,True,False,False
001268,T.D-17.16,Nisza w Zawraciku Kasprowym,5,49.251931,19.980611,77.35,-0.036,0.003,0.92,,True,False,False
001269,T.D-17.17,Szczelina w Zawraciku Kasprowym III,5,49.251906,19.980886,76.71,-0.062,0.001,0.57,,True,False,False
001270,T.D-17.18,Szczelina w Zawraciku Kasprowym IV,5,49.252067,19.980992,77.01,0.0,0.003,1.1,,True,False,False
001271,T.D-17.19,Jaworzyńska Nyża pod Iglicą,5,49.2506,19.987917,76.89,0.0,0.001,0.32,,True,False,False
001273,T.D-18.02,Schron nad Przełączką,5,49.249122,19.993581,77.02,-0.001,0.0,0.58,,True,False,False
001275,T.D-18.03,Nyża pod Jaskinią Magurską I,5,49.250881,19.996119,76.95,0.133,0.002,0.69,,True,False,False
001276,T.D-18.04,Nyża pod Jaskinią Magurską II,5,49.251058,19.996278,77.65,0.059,0.003,0.51,,True,False,False
001277,T.D-18.05,Nyża pod Jaskinią Magurską III,5,49.249644,19.996933,76.9,0.009,0.004,0.52,,True,False,False
001278,T.D-18.06,Dziura pod Jaskinią Magurską,5,49.250475,19.997397,77.04,-0.004,0.002,0.66,,True,False,False
001279,T.D-18.07,Nyża pod Jaskinią Magurską IV,5,49.250008,19.995372,77.05,0.0,0.003,0.57,,True,False,False
001282,T.E-04.01,Dziura w Zawiesistej,5,49.242931,19.806131,196.0,-0.007,0.006,0.99,,True,False,False
001283,T.E-05.01,Jaskinia Dwuotworowa w Iwanówce,5,49.240992,19.825858,76.93,0.0,0.003,0.21,,True,False,False
001284,T.E-07.01,Awen Odpękniętych Nacieków,5,49.2428,19.843708,284.56,0.014,0.003,2.42,,True,False,False
001285,T.E-07.02,Suchy Biwak,5,49.242858,19.843242,97.88,0.004,0.001,0.86,,True,False,False
001286,T.E-05.02,Schronisko pod Dziobem I,5,49.241814,19.824478,76.96,-0.001,0.0,0.3,,True,False,False
001287,T.E-07.03,Jaskinia Mechata,5,49.242703,19.843147,98.1,-0.1,0.002,0.95,,True,False,False
001288,T.E-05.03,Schronisko pod Dziobem II,5,49.241647,19.824769,77.37,0.003,0.002,0.44,,True,False,False
001289,T.E-07.04,Jaskinia Lejowa Wyżnia,5,49.242553,19.843194,98.02,0.145,0.004,2.43,,True,False,False
001290,T.E-05.04,Schronisko pod Dziobem III,5,49.241928,19.8242,77.06,0.012,0.001,0.39,,True,False,False
001291,T.E-07.05,Tylkowa Szczelina,5,49.242761,19.842503,38.71,0.002,0.002,0.39,,True,False,False
001292,T.E-05.05,Schron za Smrekiem,5,49.241947,19.822497,77.16,0.017,0.002,0.61,,True,False,False
001293,T.E-05.06,Schron z Płytą,5,49.241969,19.821989,77.46,0.0,0.003,0.48,,True,False,False
001294,T.E-05.07,Szczelina w Iwanówce,5,49.241933,19.821153,76.98,0.003,0.001,0.61,,True,False,False
001295,T.E-05.08,Schron Zachodni w Iwanówce,5,49.24195,19.820175,77.15,0.002,0.001,0.57,,True,False,False
001296,T.E-07.06,Jaskinia pod Głazem,5,49.242253,19.842156,77.35,0.0,0.003,0.54,,True,False,False
001297,T.E-06.01,Jaskinia Skośna,5,49.242378,19.841206,195.8,0.0,0.0,2.89,,True,False,False
001298,T.E-06.02,Jaskinia w Kosówkach,5,49.242292,19.841456,196.49,-0.001,0.003,2.44,,True,False,False
001300,T.E-06.03,Jaskinia Troista,5,49.24005,19.83405,195.07,0.002,0.002,1.05,,True,False,False
001301,T.E-07.08,Schron przy Suchym Biwaku,5,49.243036,19.843003,97.88,0.0,0.001,2.11,,True,False,False
001302,T.E-07.09,Jaskinia Rura Kominiarska,5,49.242322,19.848142,77.25,0.002,0.001,0.24,,True,False,False
001303,T.E-07.10,Szczelina w Smytniej,5,49.235928,19.845394,196.19,0.015,0.0,1.18,,True,False,False
001306,T.E-07.11,Schron nad Żlebem,5,49.237275,19.845156,76.99,0.0,0.004,0.3,,True,False,False
001308,T.E-07.13,Jaskinia pod Kapliczką,5,49.242603,19.846125,196.02,0.004,0.003,3.41,,True,False,False
001309,T.E-07.14,Jaskinia Ślimacza,5,49.242306,19.849131,77.48,0.0,0.005,0.66,,True,False,False
001310,T.E-07.15,Jaskinia Smytnia,5,49.242378,19.84225,196.31,0.001,0.001,0.74,,True,False,False
001311,T.E-07.16,Jaskinia nad Smytnią,5,49.240572,19.847469,196.67,0.29,0.001,1.17,,True,False,False
001312,T.E-07.17,Szczelina przy Zawieszonej Skale I,5,49.243075,19.849719,77.23,0.006,0.0,0.82,,True,False,False
001313,T.E-07.18,Szczelina przy Zawieszonej Skale II,5,49.242889,19.849861,76.9,-0.026,0.001,0.51,,True,False,False
001314,T.E-07.19,Nisza Zachodnia,5,49.242742,19.850414,197.36,-0.002,0.001,1.43,,True,False,False
001315,T.E-07.20,Nisza Wschodnia,5,49.242506,19.851256,77.04,0.0,0.003,0.48,,True,False,False
001316,T.E-07.21,Jaskinia Nowa nad Raptawicką Granią,5,49.239744,19.852103,196.06,-0.008,0.001,2.42,,True,False,False
001317,T.E-07.22,Dziura pod Nową,5,49.239783,19.852389,196.63,0.124,0.002,1.67,,True,False,False
001318,T.E-07.24,Koliba w Smytniej,5,49.240522,19.84795,76.89,0.0,0.002,0.54,,True,False,False
001319,T.E-06.04,Schron przy Troistej I,5,49.240089,19.834461,196.1,0.0,0.003,1.85,,True,False,False
001320,T.E-07.23,Tunel Wiatru,5,49.239639,19.852256,196.57,0.0,0.003,1.49,,True,False,False
001321,T.E-06.05,Schron przy Troistej II,5,49.240183,19.834925,195.77,-0.002,0.003,1.09,,True,False,False
001322,T.E-07.25,Jaskinia nad Prożkiem w Żlebie Na Spady,5,49.241569,19.853928,76.98,-0.013,0.0,0.29,,True,False,False
001323,T.E-06.06,Sarni Schron,5,49.238261,19.840464,77.08,-0.032,0.001,0.86,,True,False,False
001325,T.E-07.27,Wiśniakowa Jama,5,49.241503,19.851733,76.94,-0.008,0.001,0.38,,True,False,False
001326,T.E-06.07,Lejowa Szczelina,5,49.243081,19.841367,196.46,-0.001,0.008,2.05,,True,False,False
001327,T.E-07.28,Schronisko nad Wiśniakową Jamą,5,49.241456,19.851528,77.08,-0.012,0.003,0.59,,True,False,False
001328,T.E-07.29,Nyża nad Prożkiem w Żlebie Na Spady,5,49.241569,19.853928,77.37,0.037,0.004,0.37,,True,False,False
001329,T.E-06.08,Schron w Ścianie pod Szczytem,5,49.240692,19.835203,77.22,0.061,0.001,0.62,,True,False,False
001331,T.E-06.09,Komórka nad Smytnią,5,49.242589,19.838867,77.21,-0.001,0.0,0.43,,True,False,False
001332,T.E-07.31,Jaskinia z Mułem,5,49.241481,19.853861,77.3,0.005,0.002,0.6,,True,False,False
001333,T.E-06.10,Szczelina pod Skośną,5,49.243017,19.841192,76.91,0.0,0.001,0.38,,True,False,False
001334,T.E-06.11,Szczelina w Grani I,5,49.24275,19.841403,76.8,-0.013,0.002,0.53,,True,False,False
001335,T.E-06.12,Szczelina ze Śniegiem,5,49.243742,19.841722,38.58,0.006,0.002,0.77,,True,False,False
001336,T.E-07.32,Korytarzyk w Czarnych Turniach,5,49.236164,19.852886,76.9,0.002,0.0,0.68,,True,False,False
001337,T.E-07.33,Nyża przy Perci,6,49.240506,19.855325,76.89,0.0,0.002,0.41,,True,False,False
001338,T.E-07.34,Dziurka od Klucza,5,49.242744,19.845456,77.1,-0.008,0.003,0.4,,True,False,False
001339,T.E-07.35,Nisza nad Jelenią Percią,5,49.242064,19.853917,77.24,0.003,0.001,1.05,,True,False,False
001340,T.E-07.36,Nyża nad Bramką,5,49.241814,19.855914,77.08,0.0,0.0,0.68,,True,False,False
001341,T.E-07.37,Schronisko nad Bramką,5,49.241767,19.855639,77.12,0.0,0.0,0.38,,True,False,False
001342,T.E-07.38,Schronisko przy Jeleniej Perci,5,49.241297,19.853658,77.06,-0.003,0.0,0.31,,True,False,False
001343,T.E-07.39,Schronisko nad Trawersem w Żeleźniaku I,5,49.243314,19.848325,76.9,0.083,0.001,0.63,,True,False,False
001344,T.E-07.40,Schronisko nad Trawersem w Żeleźniaku II,5,49.243308,19.847844,77.08,0.0,0.0,0.32,,True,False,False
001345,T.E-06.13,Szczelina w Grani II,5,49.242522,19.841133,76.86,0.0,0.001,0.43,,True,False,False
001346,T.E-07.41,Szczelina przed Bańdziochem,5,49.242519,19.849856,76.73,0.06,0.001,0.61,,True,False,False
001347,T.E-07.42,Kominek przy Bańdziochu,5,49.242294,19.849722,77.69,0.0,0.004,1.38,,True,False,False
001348,T.E-07.43,Trzyotworowy Kominek przy Bańdziochu,5,49.242339,19.849681,76.71,0.052,0.004,0.88,,True,False,False
001349,T.E-08.04,Jaskinia Mylna,5,49.239403,19.861542,23.62,60.113,0.001,1386.36,high_entrance_std,True,False,False
001350,T.E-07.44,Szczelina przy Bańdziochu,5,49.244181,19.849611,77.06,0.03,0.002,0.24,,True,False,False
001351,T.E-08.05,Jaskinia Obłazkowa,5,49.239633,19.861883,23.62,59.994,0.001,2.62,,True,False,False
001352,T.E-07.45,Nyża pod Bańdziochem,5,49.242342,19.850203,76.89,-0.009,0.0,0.32,,True,False,False
001353,T.E-08.06,Dziura pod Smoczą Jamą,5,49.237844,19.867347,59.02,-0.006,0.001,1.18,,True,False,False
001354,T.E-07.46,Jaskinia w Kociołku pod Bańdziochem,5,49.242481,19.850406,77.39,0.0,0.003,0.27,,True,False,False
001355,T.E-08.08,Dziura pod Raptawicą,5,49.239961,19.863056,97.84,0.0,0.001,0.86,,True,False,False
001356,T.E-07.47,Szczelina przy Gładkim Żlebie,5,49.236353,19.853636,77.1,-0.005,0.001,0.38,,True,False,False
001357,T.E-07.48,Szczelina w Uwozisku,5,49.235875,19.855433,77.08,0.02,0.0,0.4,,True,False,False
001358,T.E-08.09,Jaskinia Mysia,5,49.239825,19.862825,120.29,-0.001,0.002,1.68,,True,False,False
001359,T.E-07.49,Schronisko nad Bramą,5,49.241767,19.855639,196.11,0.016,0.002,1.89,,True,False,False
001360,T.E-08.01,Jaskinia pod Zamkiem,5,49.237658,19.864731,38.57,0.01,0.001,0.97,,True,False,False
001361,T.E-08.23,Jaskinia Mała pod Zamkiem,5,49.237658,19.864731,77.0,-0.001,0.0,0.5,,True,False,False
001362,T.E-08.24,Szczelina pod Niżnią Zbójnicką Turnią,5,49.238317,19.864111,77.4,0.0,0.006,0.52,,True,False,False
001363,T.E-08.25,Jaskinia Ziobrowa,5,49.238906,19.863794,38.61,0.0,0.001,0.48,,True,False,False
001364,T.E-08.27,Jaskinia pod Niżnią Zbójnicką Turnią,5,49.238317,19.864111,38.57,0.0,0.003,560.79,high_entrance_std,True,False,False
001365,T.E-08.26,Mała Szczelina,5,49.23875,19.864086,272.5,0.0,0.0,1.6,,True,False,False
001366,T.E-08.28,Sokole Okno,5,49.239122,19.860892,196.01,0.0,0.002,1.81,,True,False,False
001367,T.E-08.29,Jaskinia Wodna pod Raptawicką Turnią,5,49.240889,19.863944,135.01,-0.004,0.002,3.08,,True,False,False
001386,T.E-08.02,Jaskinia za Smrekiem,5,49.235194,19.86395,97.82,-0.001,0.001,0.98,,True,False,False
001387,T.E-08.03,Jaskinia Raptawicka,5,49.239853,19.86225,59.04,0.0,0.0,0.88,,True,False,False
001388,T.E-08.10,Dziura pod Mylną,5,49.238919,19.862175,197.01,-0.002,0.002,0.77,,True,False,False
001389,T.E-08.11,Jaskinia przy Żlebie,5,49.238544,19.860686,77.18,0.0,0.002,0.58,,True,False,False
001390,T.E-08.12,Dziura nad Mylną,5,49.2387,19.861053,59.11,0.013,0.002,1.23,,True,False,False
001391,T.E-08.13,Szczelina nad Mylną,5,49.240053,19.861256,196.13,0.0,0.001,1.09,,True,False,False
001392,T.E-08.14,Dziura nad Jaskinią Raptawicką I,5,49.239286,19.862042,51.24,-0.002,0.002,0.58,,True,False,False
001393,T.E-08.15,Dziura nad Jaskinią Raptawicką II,5,49.239347,19.861767,195.3,0.016,0.0,0.71,,True,False,False
001394,T.E-08.16,Dzwonnica,5,49.236478,19.864508,98.07,0.0,0.003,3.08,,True,False,False
001395,T.E-08.17,Groby,5,49.236547,19.865292,98.38,0.0,0.002,1.8,,True,False,False
001396,T.E-08.18,Jaskinia Poszukiwaczy Skarbów,5,49.236997,19.866011,118.33,0.0,0.001,3.32,,True,False,False
001397,T.E-08.19,Dziura ze Znakami,5,49.236903,19.865792,78.93,-0.069,0.002,0.76,,True,False,False
001398,T.E-08.20,Jaskinia Wodna pod Pisaną,5,49.240431,19.864697,19.28,-0.0,0.0,0.38,,True,False,False
001399,T.E-08.31,Zamulona Dziura,5,49.238717,19.862658,195.72,-0.058,0.001,1.11,,True,False,False
001400,T.E-08.21,Wyzior,5,49.239272,19.864392,98.23,0.011,0.0,2.4,,True,False,False
001401,T.E-08.32,Jaskinia pod Jaworem,5,49.238867,19.861406,98.22,-0.001,0.001,2.5,,True,False,False
001402,T.E-08.33,Schron przy Smoczej Jamie,5,49.237997,19.867208,77.76,0.0,0.001,0.62,,True,False,False
001403,T.E-08.22,Dziura w Ścianie,5,49.235253,19.865211,77.06,-0.003,0.001,0.51,,True,False,False
001404,T.E-08.34,Korytarzyk pod Zamkiem,5,49.237661,19.864992,77.2,0.0,0.001,0.49,,True,False,False
001405,T.E-08.36,Szczelina nad Żlebem,5,49.238647,19.860314,77.17,0.012,0.001,0.63,,True,False,False
001406,T.E-08.37,Raptawicki Tunelik,5,49.238892,19.860267,76.97,0.002,0.001,0.53,,True,False,False
001407,T.E-08.39,Zbójnicki Korytarzyk,5,49.238047,19.864186,77.07,0.0,0.001,0.23,,True,False,False
001408,T.E-09.01,Gawra,5,49.237147,19.874903,196.15,-0.002,0.001,1.19,,True,False,False
001409,T.E-08.40,Zbójnicka Szczelina,5,49.237833,19.864189,77.16,0.001,0.002,0.55,,True,False,False
001410,T.E-08.41,Szczelina przy Mostku,5,49.236117,19.861483,77.08,0.0,0.001,0.36,,True,False,False
001411,T.E-08.42,Dziura nad Głazem,5,49.238317,19.864139,77.19,0.003,0.001,0.3,,True,False,False
001412,T.E-09.02,Jaskinia Jagnięca,5,49.236933,19.875183,195.57,0.029,0.0,0.8,,True,False,False
001413,T.E-08.43,Nyża nad Ziobrową,5,49.238556,19.864503,76.91,-0.021,0.001,0.18,,True,False,False
001414,T.E-08.44,Nyża za Załomem,5,49.238278,19.86455,76.72,0.0,0.001,0.44,,True,False,False
001416,T.E-09.03,Jaskinia Skoruszowa,5,49.236814,19.874114,195.94,0.003,0.0,1.29,,True,False,False
001417,T.E-08.46,Szczelina pod Smoczą Jamą,5,49.238147,19.866833,77.23,-0.006,0.0,0.44,,True,False,False
001418,T.E-08.47,Radkowa Dziura I,5,49.236956,19.866558,77.08,-0.01,0.001,0.69,,True,False,False
001419,T.E-09.04,Jaskinia przy Perci,5,49.236617,19.874147,195.58,0.0,0.001,0.89,,True,False,False
001420,T.E-08.48,Radkowa Dziura II,5,49.236933,19.866819,76.88,-0.047,0.001,0.58,,True,False,False
001421,T.E-09.05,Jaskinia nad Arkadą,5,49.236747,19.873744,195.87,-0.005,0.001,0.87,,True,False,False
001422,T.E-09.06,Szczelina przy Arkadzie,5,49.236719,19.873444,76.99,-0.154,0.003,0.28,,True,False,False
001423,T.E-09.07,Arkada,5,49.236889,19.873439,195.74,0.0,0.0,0.85,,True,False,False
001424,T.E-08.49,Żeleźniakowa Brama,5,49.24115,19.856958,77.8,0.0,0.007,0.61,,True,False,False
001426,T.E-09.08,Jaskinia Owcza,5,49.237569,19.870431,98.15,0.001,0.002,1.77,,True,False,False
001427,T.E-08.51,Zasłonięta Szczelina,5,49.240608,19.856767,77.0,0.0,0.0,0.59,,True,False,False
001428,T.E-08.52,Omszała Szczelina w Żeleźniaku,5,49.2412,19.857439,77.14,0.031,0.002,0.58,,True,False,False
001429,T.E-08.53,Płaska Komórka w Żeleźniaku,5,49.24115,19.856958,77.36,0.001,0.004,0.43,,True,False,False
001430,T.E-08.54,Szczelina na Grzędzie,5,49.241961,19.857008,76.74,0.172,0.01,0.23,,True,False,False
001431,T.E-08.55,Wnęka na Grzędzie,5,49.241639,19.856397,76.98,0.0,0.001,0.44,,True,False,False
001432,T.E-08.56,Szczelina w Żlebie z Bramką II,5,49.242328,19.857686,77.32,0.0,0.002,0.43,,True,False,False
001433,T.E-08.57,Schron pod Tunelem,5,49.242,19.856322,77.08,0.009,0.005,0.66,,True,False,False
001434,T.E-08.58,Tunel w Żlebie z Bramką,5,49.241953,19.856253,76.78,0.027,0.003,0.45,,True,False,False
001435,T.E-08.59,Jaskinia pod Bramką,5,49.241908,19.856117,77.17,-0.013,0.001,0.56,,True,False,False
001436,T.E-08.60,Szczelina w Żlebie z Bramką I,5,49.242372,19.857822,76.88,0.0,0.002,0.48,,True,False,False
001437,T.E-08.61,Meanderek nad Mylną,5,49.239269,19.862222,76.71,0.0,0.001,0.58,,True,False,False
001438,T.E-08.62,Nyża przed Bramą,5,49.2426,19.858092,76.87,0.0,0.001,0.33,,True,False,False
001439,T.E-08.63,Nyża w Smytniej,5,49.235911,19.858933,38.59,0.0,0.0,0.25,,True,False,False
001440,T.E-09.09,Krakowskie Okno,5,49.236172,19.870833,195.99,0.036,0.0,0.91,,True,False,False
001441,T.E-09.10,Jaskinia pod Oknem,5,49.236481,19.871086,135.38,-0.003,0.001,1.14,,True,False,False
001442,T.E-09.11,Jaskinia z Konkrecjami Niżnia,5,49.235761,19.874014,195.78,0.004,0.002,0.84,,True,False,False
001443,T.E-09.13,Dziura z Konkrecjami Wyżnia,5,49.235692,19.874264,195.66,-0.036,0.001,0.96,,True,False,False
001444,T.E-09.14,Korytarzyk pod Jagnięcą,5,49.236781,19.875256,195.46,-0.02,0.001,0.44,,True,False,False
001445,T.E-09.12,Jaskinia Czarna,7,49.244386,19.870372,11.8,-0.005,0.002,1.69,,True,False,False
001446,T.E-10.01,Świstowa Szczelina,5,49.244733,19.896981,77.13,-0.003,0.001,0.4,,True,False,False
001447,T.E-09.15,Dziura pod Arkadą,5,49.236778,19.873139,196.27,-0.01,0.0,0.78,,True,False,False
001448,T.E-10.02,Studnia w Małej Świstówce,5,49.243939,19.895653,76.88,0.0,0.002,0.6,,True,False,False
001449,T.E-09.16,Żółta Dziura,5,49.237356,19.871425,97.72,0.001,0.001,1.23,,True,False,False
001450,T.E-10.03,Dziura nad Studnią,5,49.242211,19.896556,76.93,0.007,0.002,1.76,,True,False,False
001451,T.E-10.04,Piwniczka,5,49.244847,19.894781,77.01,-0.002,0.001,0.63,,True,False,False
001452,T.E-09.17,Dziura nad Zachodem,5,49.236314,19.877078,195.84,-0.001,0.0,1.76,,True,False,False
001453,T.E-10.05,Ciasna Szczelina,5,49.244839,19.894094,76.91,0.006,0.001,0.78,,True,False,False
001454,T.E-10.06,Mała Komora,5,49.244789,19.893408,77.22,0.032,0.003,0.96,,True,False,False
001455,T.E-09.18,Dziura nad Zachodem Wyżnia,5,49.236211,19.875817,196.0,0.0,0.002,1.2,,True,False,False
001456,T.E-10.07,Dziura na Półce,5,49.244981,19.894639,77.26,-0.008,0.002,0.82,,True,False,False
001457,T.E-09.19,Schron pod Owczą I,5,49.236531,19.869986,195.74,0.001,0.0,0.81,,True,False,False
001458,T.E-09.20,Schron pod Owczą II,5,49.236533,19.870194,195.89,-0.002,0.001,1.11,,True,False,False
001459,T.E-11.01,Piwnica Miętusia,5,49.244703,19.897161,38.64,0.004,0.004,1.07,,True,False,False
001460,T.E-09.21,Dudzia Dziura,5,49.235767,19.872492,195.73,-0.004,0.0,1.03,,True,False,False
001461,T.E-09.22,Ukryty Schron,5,49.236217,19.873525,196.1,0.001,0.001,1.33,,True,False,False
001462,T.E-09.23,Jaskinia Pajęcza,5,49.235528,19.873003,195.97,0.0,0.001,1.03,,True,False,False
001463,T.E-09.24,Schron z Napisami,5,49.235756,19.871544,195.67,0.0,0.002,1.55,,True,False,False
001464,T.E-09.25,Schron przy Arkadzie,5,49.23655,19.87375,196.05,0.001,0.001,1.47,,True,False,False
001465,T.E-09.27,Dziura w Ździarach,5,49.242167,19.87825,195.52,-0.009,0.003,1.07,,True,False,False
001466,T.E-09.28,Nyża w Ździarach,5,49.240731,19.880053,196.05,-0.001,0.002,1.42,,True,False,False
001467,T.E-09.29,Szczelina w Ratuszu,5,49.237264,19.870533,195.91,-0.006,0.001,0.81,,True,False,False
001468,T.E-09.30,Jaworowa Szczelina,5,49.237156,19.859261,195.42,-0.027,0.002,0.93,,True,False,False
001469,T.E-11.02,Studnia w Dziurawem,5,49.242625,19.897578,38.61,0.0,0.001,0.79,,True,False,False
001471,T.E-11.04,Jaskinia w Szerokiem,5,49.238189,19.899186,58.68,0.136,0.003,0.54,,True,False,False
001472,T.E-11.05,Jaskinia Marmurowa,5,49.239694,19.899111,49.05,-0.001,0.001,0.61,,True,False,False
001476,T.E-11.07,Jaskinia nad Piargiem,5,49.240675,19.905311,76.99,0.0,0.001,0.18,,True,False,False
001477,T.E-11.08,Jaskinia pod Dachem,5,49.240678,19.905653,97.97,0.002,0.0,0.79,,True,False,False
001478,T.E-11.11,Jaskinia Kozia,5,49.2377,19.908439,23.63,0.008,0.0,2.97,,True,False,False
001479,T.E-09.31,Dziura nad Żlebem,5,49.237525,19.873069,195.46,-0.007,0.002,0.9,,True,False,False
001480,T.E-11.12,Studnia w Kazalnicy,5,49.240636,19.901192,59.08,0.037,0.001,0.56,,True,False,False
001481,T.E-09.32,Żółty Schron,5,49.237806,19.872525,195.89,0.0,0.003,1.25,,True,False,False
001482,T.E-11.13,Studnia za Murem,5,49.240406,19.900717,28.23,0.003,0.001,0.75,,True,False,False
001483,T.E-09.33,Nisza nad Żółtą Dziurą,5,49.237444,19.871367,196.21,-0.032,0.007,1.17,,True,False,False
001485,T.E-09.34,Spękana Szczelina,5,49.235936,19.874533,195.31,0.0,0.001,1.04,,True,False,False
001486,T.E-09.35,Dwuotworowa Szczelina,5,49.236833,19.87145,195.96,0.01,0.0,1.48,,True,False,False
001487,T.E-11.15,Jaskinia pod Wierchem,5,49.23945,19.899433,38.52,0.009,0.004,0.61,,True,False,False
001488,T.E-09.36,Schron w Upłazkowej Turni,5,49.237414,19.879361,77.1,-0.0,0.004,0.33,,True,False,False
001489,T.E-11.16,Jaskinia Lodowa Mułowa,5,49.239117,19.90205,73.82,0.0,0.0,0.99,,True,False,False
001490,T.E-11.36,Korytarz nad Dziurawem,5,49.241514,19.898836,117.77,-0.013,0.001,2.18,,True,False,False
001491,T.E-11.17,Studnia w Progu Mułowym,5,49.238469,19.904947,77.23,0.0,0.0,0.46,,True,False,False
001492,T.E-11.37,Omszała Szczelina,5,49.240981,19.899536,196.2,0.002,0.002,1.81,,True,False,False
001493,T.E-11.38,Korytarz nad Piargiem,5,49.241217,19.905642,77.1,0.003,0.001,0.86,,True,False,False
001494,T.E-11.39,Jaskinia przy Progu Mułowym,5,49.240442,19.904286,76.63,0.007,0.003,0.57,,True,False,False
001496,T.E-11.40,Schron nad Kominami,5,49.240619,19.899544,271.01,0.002,0.002,2.29,,True,False,False
001497,T.E-11.41,Jaskinia Barania,5,49.241056,19.910506,38.55,0.024,0.006,0.61,,True,False,False
001498,T.E-11.19,Schron z Balkonem,5,49.238386,19.901103,38.66,0.013,0.002,0.45,,True,False,False
001499,T.E-11.20,Dziura w Progu Litworowym,5,49.241764,19.906247,76.99,-0.003,0.0,0.46,,True,False,False
